"genbank_accession","species","temperature_optimum","temperature_min","temperature_max","reported_temperature_optimum","reported_temperature_max","reported_temperature_min","partition_temperature"
"GCA_021215455","Mucilaginibacter roseus",28.5787498551653,12.0223816410595,38.3108064898897,33.5,37,10,"train"
"GCA_900112315","Parapedobacter composti",33.3099429789307,17.3821487397212,43.3859305426742,30,45,15,"train"
"GCA_006716645","Pararcticibacter tournemirensis",29.9649100422538,13.9616795114095,38.9929828201021,30,37,12,"train"
"GCA_003664035","Pedobacter alluvionis",23.125340850069,5.83137552131015,32.0347318414388,17,30,4,"train"
"GCA_004362245","Pedobacter duraquae",20.1038369790407,2.75934031094548,29.5621189298413,26,32,9,"train"
"GCA_900107535","Pedobacter hartonius",22.6182416982825,7.03775119821812,31.6844827145943,14,26,6,"train"
"GCA_005925325","Pedobacter helvus",24.3193326147113,6.95329174174164,33.1377057751941,29,37,10,"train"
"GCA_900113525","Pedobacter insulae",20.3504255175332,3.16299789200042,29.0873420844421,30,31,4,"train"
"GCA_004310665","Pedobacter kyonggii",24.4205221195251,6.89444533322422,33.8536071337111,19,32,0,"train"
"GCA_000832545","Pedobacter lusitanus",22.740332117919,7.40072218095977,31.6925730718969,24,30,4,"train"
"GCA_900176505","Pedobacter nyackensis",24.4853117621342,7.83139539524982,32.9205425600172,17,32,2,"train"
"GCA_004340665","Pedobacter psychrotolerans",22.7255297562396,5.79900435169094,32.3433780962686,10,30,0,"train"
"GCA_900103665","Pedobacter steynii",22.8284163661817,5.52131355967121,32.1277817901918,26,30,10,"train"
"GCA_900111825","Pedobacter suwonensis",25.0588299535053,6.90168546642768,34.5042585466959,34,37,1,"train"
"GCA_900182595","Pedobacter westerhofensis",20.5061901022307,4.08855207656825,29.6529813638437,23,28,9,"train"
"GCA_000302595","Pelobium arcticum",25.3661832851968,8.69168516021838,34.2009448627704,18,25,4,"train"
"GCA_000425145","Pelobium glucosidilyticum",28.8163416228333,12.4576377189853,37.3978316809237,30,37,15,"train"
"GCA_900109575","Pseudosphingobacterium domesticum",28.7122163378437,10.3741361624406,38.2475764810688,25.5,37,15,"train"
"GCA_900182575","Solitalea koreensis",31.2954539288244,13.7350374945786,39.6273624763063,29,35,10,"train"
"GCA_009829085","Sphingobacterium bovisgrunnientis",27.3724298553942,11.6039211820917,36.4756144406337,37,42,25,"train"
"GCA_014138555","Sphingobacterium cellulitidis",28.8214751909587,10.3986749026613,37.460589775082,30,37,10,"train"
"GCA_008124885","Sphingobacterium composti_A",33.5641146497148,16.1929287427237,43.1326191439333,27.5,45,10,"train"
"GCA_014653155","Sphingobacterium griseoflavum",28.2993331309358,9.27518935744428,37.6150095584316,30,40,10,"train"
"GCA_001586775","Sphingobacterium sp001586775",29.2644692965979,10.1561653493959,37.822528373105,29,37,10,"train"
"GCA_017908035","Sphingobacterium tabacisoli",27.043717192687,10.8164582234835,35.78300813392,30,35,10,"train"
"GCA_000258405","Ignavibacterium album",38.1982005316919,20.8989778981498,45.7328118614781,45,55,30,"train"
"GCA_000279145","Melioribacter roseus",46.8083563103395,29.359718140775,54.8546052593596,53.5,60,35,"train"
"GCA_000375465","Balneola vulgaris",27.7643983781903,9.71797244312312,36.0813028560504,30,40,10,"train"
"GCA_011059105","Fodinibius halophilus",30.8441621344998,14.0822483519807,39.4768755227187,35,45,20,"train"
"GCA_008124865","Fodinibius salinus",31.0866173123178,15.2100110644401,39.4346317499252,37,45,25,"train"
"GCA_002287075","Fodinibius sp002287075",32.3562348338213,13.7283931889126,40.6164964534649,35,45,15,"train"
"GCA_900142415","Rhodothermus profundi",62.4846975126393,45.4665198629495,70.8949941763073,70,80,55,"train"
"GCA_000419585","Salisaeta longa",34.7144113158254,21.73275086816,46.580720876302,41.5,50,25,"train"
"GCA_003346865","Halobacteriovorax_A vibrionivorans",23.53715139897,5.89977636763577,31.4329447954038,37,45,15,"train"
"GCA_000284335","Caldisericum exile",59.6210769861039,42.376426847752,66.5231561116857,65,70,55,"test"
"GCA_003544855","Malaciobacter marinus",29.7404453970376,9.5053231365574,39.3440500309586,33.5,40,10,"train"
"GCA_003346775","Malaciobacter mytili",31.2241687278741,11.2607717306154,39.887919227286,30,42,18,"train"
"GCA_003667345","Poseidonibacter antarcticus",28.5164000116353,10.2278304299726,37.2740273966481,12.5,30,0,"train"
"GCA_900176045","Nitratiruptor tergarcus",56.0445648765546,38.4790902676326,65.5669457571364,55,57,40,"train"
"GCA_005843985","Caminibacter mediatlanticus",57.6360147004665,40.9969162973254,66.3667264068965,55,70,45,"train"
"GCA_002119425","Desulfurella amilsii",41.384940923911,23.3421640865394,51.0764884192001,50,52,20,"train"
"GCA_000420385","Hippea alviniae",63.2126345608992,45.9801431612783,72.9955385558052,60,75,45,"train"
"GCA_000744435","Hippea jasoniae",58.5710892010298,40.5880401691283,68.4616097857679,62.5,72,40,"train"
"GCA_000199675","Anaerolinea thermophila",55.025744655325,39.1022855656922,61.9728120753061,55,60,55,"train"
"GCA_001306115","Ornatilinea apprima",41.9499467636175,24.1778860233862,49.1379647190411,43.5,50,20,"train"
"GCA_001306175","Ardenticatena maritima",62.441590678767,45.0311335027492,70.454305319601,62.5,75,30,"train"
"GCA_900187885","Thermoflexus hugenholtzii",81.9952079592136,65.5655668635331,88.9532269874916,73.75,75,67.5,"train"
"GCA_001650695","Chloroflexus islandicus",49.5197182610971,37.5731000418299,56.5734397132701,55,59,46,"train"
"GCA_000526415","JKG1 sp000526415",55.9621855720744,41.428461857973,64.2971080043754,55,65,45,"train"
"GCA_000017805","Roseiflexus castenholzii",50.2739889987387,36.5625427182277,56.4555047333848,50,55,45,"test"
"GCA_000024985","Sphaerobacter thermophilus",54.9743029476425,40.2499292102248,62.2815982655812,55,65,40,"train"
"GCA_000011905","Dehalococcoides mccartyi",41.1145349178982,28.9332153571618,49.1479057199353,27.5,35,15,"train"
"GCA_001466665","Dehalogenimonas alkenigignens",38.8547464479617,26.6878629037927,45.9763904801971,32,42,18,"train"
"GCA_001953175","Dehalogenimonas formicexedens",37.1272638092798,23.2171921451069,44.3945139799585,32,37,20,"train"
"GCA_003967515","Dictyobacter aurantiacus",35.1079871214147,23.1340076061361,42.075512104485,27.5,37,20,"train"
"GCA_008974285","Thermogemmatispora aurantia",49.3209542496759,37.5950821294631,55.6056779547502,62.5,69,45,"train"
"GCA_000702505","Thermogemmatispora carboxidivorans",46.6652771440846,34.5209111443295,53.1151097149833,55,65,40,"train"
"GCA_001748285","Thermogemmatispora onikobensis",48.8341233765859,36.4658769846205,55.4932586913319,62.5,74,50,"train"
"GCA_000183405","Calditerrivibrio nitroreducens",46.9259338699632,30.5253297616784,54.5643680135181,55,65,30,"train"
"GCA_008362905","Deferribacter autotrophicus",54.8916547721196,36.1636029400244,62.8557259283805,60,75,25,"train"
"GCA_000010985","Deferribacter desulfuricans",49.8919871284392,30.6142333446558,57.8599215047392,62.5,70,40,"train"
"GCA_007827295","Seleniivibrio woodruffii",30.866118004697,12.7602740744,39.3969321792525,32.5,37,20,"train"
"GCA_014647055","Deinococcus aerolatus",22.82517488132,6.79851536552923,33.2084303949665,30,40,5,"train"
"GCA_014647075","Deinococcus aerophilus",25.3179437325533,9.4192155959847,36.1512910792956,30,45,5,"train"
"GCA_009982895","Deinococcus alpinitundrae",23.0716655234535,8.96356980997063,33.5840203932531,10,25,5,"test"
"GCA_000378445","Deinococcus aquatilis",21.5318930723578,6.77134864486167,31.8168013958117,30,36,15,"train"
"GCA_003028415","Deinococcus arcticus",26.9756361246667,12.126376939179,38.4522161075137,33,37,15,"train"
"GCA_000020685","Deinococcus deserti",29.2307180294823,13.9449199132799,39.1032853947854,30,37,23,"train"
"GCA_007280555","Deinococcus detaillensis",22.0201408464571,7.91677117090697,32.45558290689,15,25,4,"train"
"GCA_003444775","Deinococcus ficus",29.9583699554786,14.2450646891594,40.8536318150124,37,40,10,"train"
"GCA_000196275","Deinococcus geothermalis",37.2225262358249,21.7048194979789,48.0051105931707,47,55,30,"train"
"GCA_000252445","Deinococcus gobiensis",25.0205605223739,10.5922285679397,36.3141565164688,30,35,15,"train"
"GCA_014647175","Deinococcus grandis",24.3072557881861,8.87660103410274,35.6689756335479,30,37,15,"train"
"GCA_014201875","Deinococcus humi",24.2931619225928,9.26427694203254,34.7170238360894,30,37,20,"train"
"GCA_003173015","Deinococcus irradiatisoli",30.6121793454637,16.2654649709514,41.9014739817735,29,37,18,"train"
"GCA_000701405","Deinococcus marmoris",21.685428849791,5.94029686858599,32.2707629219181,12.5,25,4,"test"
"GCA_000482805","Deinococcus murrayi",34.2347604401381,19.6110382709632,45.4510711603896,47,52.5,30,"train"
"GCA_900109185","Deinococcus reticulitermitis",32.5507609334078,17.7392959666744,43.094605758308,30,40,20,"train"
"GCA_014645595","Deinococcus wulumuqiensis",34.3566087486427,19.5978886829447,45.3835591453471,30,55,10,"train"
"GCA_011067105","Deinococcus wulumuqiensis",32.9544892020701,18.197354617079,43.9666594771982,37,55,10,"train"
"GCA_000317835","Deinococcus_A peraridilitoris",29.8957697747454,14.9717198559734,39.5517778379642,30,37,10,"train"
"GCA_007990775","Deinococcus_C cellulosilyticus",30.5401503493361,15.2093205487579,40.8790124554428,30,45,5,"train"
"GCA_014646895","Deinococcus_C roseus",30.31030710756,14.4340228833088,40.8161882465503,37,40,20,"train"
"GCA_007990975","Meiothermus hypogaeus",47.6807188417326,33.8494635777905,56.8428197457793,50,57,35,"test"
"GCA_003574085","Meiothermus luteus",59.5993056386694,45.0451776706139,68.831843574865,60,65,50,"test"
"GCA_003574045","Meiothermus taiwanensis",53.7329445419275,40.0720421711882,63.2292622276502,57.5,67,55,"test"
"GCA_900102145","Thermus arciformis",68.7030302441837,48.515223704777,78.819516950914,70,77,40,"train"
"GCA_003336745","Thermus caldifontis",66.5727526159566,46.3780989496268,76.1364657431752,60,70,50,"test"
"GCA_014647535","Thermus composti",68.7105657140753,48.548446857973,79.186842150162,67.5,80,40,"train"
"GCA_000421625","Thermus islandicus",66.0300770267153,46.3316777295296,75.9461146346186,65,79,45,"test"
"GCA_000429905","Desulfatibacillum aliphaticivorans",33.690319732065,14.0558442601146,41.6604266106541,31.5,40,15,"test"
"GCA_900142135","Desulfatibacillum alkenivorans",34.6613916133999,14.3044132740445,42.7373030138963,29,38,22,"test"
"GCA_000429925","Desulfatirhabdium butyrativorans",41.9736100931016,25.0048688946018,48.7132766644186,29,37,15,"train"
"GCA_000745975","Desulfobacter vibrioformis",29.9416851562098,10.8856498212413,37.6893312576147,33,38,5,"train"
"GCA_001293685","Desulfatitalea tepidiphila",37.9209110067052,20.7304271173263,45.5831104368315,38,45,13,"test"
"GCA_009688945","Desulfosarcina alkanivorans",33.9172497089724,16.6171707259362,42.3007969552272,32,37,18,"test"
"GCA_009688965","Desulfosarcina widdelii",37.5636499332157,19.3406199330682,45.0903588226632,28,37,20,"test"
"GCA_900143695","Desulfopila aestuarii",31.279615465814,13.4679273587885,38.0119695799984,35,40,10,"train"
"GCA_000025945","Desulfotalea psychrophila",27.5864041638689,9.04892465690315,34.3337183245406,10,19,1.8,"train"
"GCA_001311565","Desulfothermus okinawensis",54.556233929615,45.627185445838,59.8037162410314,50,60,35,"train"
"GCA_000686525","Desulfonatronovibrio hydrogenovorans",38.2120612254888,18.4736412144443,45.7210073874036,37,43,15,"train"
"GCA_011927665","Desulfobaculum xiamenense",32.2980488398895,12.6615784500035,39.3427337649133,37.5,44,22,"train"
"GCA_000422245","Desulfohalovibrio alkalitolerans",35.2829757358047,16.8991381583077,42.1560080925122,43,47,16,"train"
"GCA_000384815","Halodesulfovibrio aestuarii",31.2318919761238,13.2790522047254,37.8226630976615,33,40,10,"train"
"GCA_900129975","Halodesulfovibrio marinisediminis",34.4719698616128,16.3513062795898,40.5196488906299,37,40,15,"train"
"GCA_001672295","Halodesulfovibrio spirochaetisodalis",31.7573204345999,15.2837843357498,38.2401606416043,32.5,40,15,"train"
"GCA_000429985","Maridesulfovibrio bastinii",31.6859169627461,15.720270963568,38.5955915585736,37.5,50,20,"train"
"GCA_900167125","Paucidesulfovibrio gracilis",36.1398688648176,14.7705986607927,43.4491146022588,38.5,40,20,"train"
"GCA_004365595","Pseudodesulfovibrio indicus",36.149283862726,16.8459930582522,44.0539886634208,32.5,40,9,"train"
"GCA_008830225","Pseudodesulfovibrio senegalensis",32.4767239223156,12.0464250927616,39.4108644023188,40,45,15,"train"
"GCA_001687335","Dissulfuribacter thermophilus",50.3577022067226,34.0850250929721,55.8211935443641,61,70,28,"train"
"GCA_012979235","Dissulfurirhabdus thermomarina",54.6336945201632,38.747394359032,62.6004787388023,50,58,25,"train"
"GCA_022026155","Dissulfurimicrobium hydrothermale",43.2192333162908,26.5958785023184,48.9386238234569,51,65,30,"train"
"GCA_000421585","Thermodesulfatator atlanticus",65.1086728933078,49.5683667311533,72.7113474289374,67.5,75,55,"train"
"GCA_001642325","Thermodesulfatator autotrophicus",68.9692220949394,51.4863066805413,77.089205942745,67.5,80,50,"train"
"GCA_000217795","Thermodesulfatator indicus",69.075774467961,51.7082136650983,77.5585867981294,70,80,55,"train"
"GCA_001548275","Caldimicrobium thiodismutans",62.8202030911508,46.7323639804602,70.9536547043218,75,77,40,"test"
"GCA_001652585","Thermosulfurimonas dismutans",66.0619040856942,45.10153873265,73.78200671421,74,92,50,"test"
"GCA_000526155","Deferrisoma camini",61.4092097136258,45.7612708760982,69.5543645144419,50,62,36,"train"
"GCA_000827125","Geoalkalibacter_A subterraneus",42.7492611477423,24.0285689663895,50.0305441157657,40,50,30,"test"
"GCA_018476905","Geomobilimonas luticola",30.6427387929674,15.5643820164325,36.2314090805501,33.5,40,20,"train"
"GCA_000016745","Geotalea uraniireducens",28.6506313197577,10.5970302403866,34.9493765113716,32,34,10,"train"
"GCA_000020965","Dictyoglomus thermophilum",74.4682061547616,56.2206349239967,81.596383352,75.5,80,51,"train"
"GCA_000021645","Dictyoglomus turgidum",74.5616240969192,56.4196477056873,81.4344154447295,72,80,72,"train"
"GCA_000426625","Psychrilyobacter atlanticus",33.7235879397698,16.4283450699996,43.2071331844674,18.5,27.5,4,"train"
"GCA_014198875","Longimicrobium terrae",38.5723331450622,20.3726929677449,46.7051686596017,26.5,33,10,"train"
"GCA_004005565","Lujinxingia sediminis",36.9387567479935,20.0596083242415,44.0505974413379,37,42,20,"train"
"GCA_001312085","Thermodesulfovibrio aggregans",59.1570159831488,44.4904717730045,68.8897277180388,60,70,45,"train"
"GCA_000423865","Thermodesulfovibrio thiophilus",58.201803179976,41.0835745945398,65.86515666783,55,60,45,"train"
"GCA_002197845","Fimbriiglobus ruber",22.2099971309675,11.2132902401987,29.8608738793136,22.5,30,10,"test"
"GCA_901538355","Tuwongella immobilis",31.509693763705,14.6690404658186,36.2409125845726,34,40,20,"test"
"GCA_000255705","Zavarzinella formosa",23.398029955881,7.09250657744507,30.6328696929057,22.5,30,10,"test"
"GCA_001956985","Paludisphaera borealis",33.4538881686948,18.6978434669727,40.5853580713322,20,30,6,"test"
"GCA_007752535","Tautonia plasticadhaerens",37.1253937392435,21.028354321975,45.414988636973,30,33,10,"test"
"GCA_007859955","Botrimarina colliarenosi",30.7972895344611,14.8981464799861,37.4865305505582,30,33,10,"train"
"GCA_007859815","Botrimarina hoheduenensis",29.5737030569708,15.6995463708033,35.6427589852496,27,33,10,"train"
"GCA_007753265","Botrimarina mediterranea",31.9628345534018,17.1991897843062,38.8812276722988,30,36,10,"train"
"GCA_007750855","Pirellulimonas nuda",32.7891664697247,18.1835317200629,40.4441879557837,24,33,10,"train"
"GCA_007859935","Posidoniimonas polymericola",31.9552305428221,16.6533744493622,39.7539585660918,27,33,10,"train"
"GCA_007859945","Pseudobythopirellula maris",28.6533351213853,12.5466407241958,35.7802227621727,27,36,15,"train"
"GCA_007752135","Aureliella helgolandensis",25.6101795941917,11.8251765979629,30.9378022506296,27,33,10,"test"
"GCA_007859755","Blastopirellula retiformator",29.6004352582181,12.9363700773498,35.2331727207564,30,33,15,"test"
"GCA_007748115","Bremerella volcania",34.5978092393347,19.7749931146199,40.5287223320748,36,40,15,"test"
"GCA_007751035","Lignipirellula cremea",31.5591579856713,16.7938536504912,38.6832828262646,26,30,10,"test"
"GCA_007860135","Novipirellula artificiosorum",27.9780697650478,12.2279394990721,33.8534567275447,27,28,15,"test"
"GCA_007860185","Novipirellula aureliae",28.6718751823417,12.1522657359241,34.0501386630573,30,36,10,"test"
"GCA_007860095","Novipirellula galeiformis",22.5243026804048,6.46844242113992,28.1422924739002,30,36,10,"test"
"GCA_007859915","Rhodopirellula pilleata",21.7300245062808,5.68067549720523,27.3129663153564,30,33,10,"test"
"GCA_007859855","Rhodopirellula solitaria",25.9562129510173,9.40902311742314,32.0707838471315,27,33,10,"test"
"GCA_007860105","Rhodopirellula sp007860105",26.8536449520042,10.3309077267846,32.9330112406287,30,33,10,"test"
"GCA_007753095","Rosistilla carotiformis",28.4876799802385,12.4162358452641,34.3279079927379,30,33,10,"test"
"GCA_007751715","Rosistilla oblonga",29.9497309369088,13.6357116027132,36.0432229323451,33,36,10,"test"
"GCA_007859865","Rubripirellula amarantea",20.2156562196636,3.90856777846651,25.4765195583672,33,36,10,"test"
"GCA_007860175","Rubripirellula reticaptiva",20.2286928692784,4.73813973031016,25.7599410690188,24,33,10,"test"
"GCA_007860125","Rubripirellula tenax",22.0279598171937,6.29421258503284,27.941190558551,23,28,10,"test"
"GCA_007860045","Stieleria varia",21.2147613089656,4.80957051511394,26.4497664712028,33,36,15,"test"
"GCA_007743815","Alienimonas californiensis",28.9465496891711,12.8509671224775,38.1474412900878,27,40,10,"train"
"GCA_007745435","Calycomorphotria hydatis",30.1070520796096,16.1234660782967,34.0563343354475,30,32,15,"train"
"GCA_007745175","Caulifigura coniformis",33.7273654817237,19.237438530949,39.6283933061398,26,30,10,"train"
"GCA_007744675","Gimesia alba",33.9157437377048,19.6220593739261,39.6202968433408,30,33,15,"train"
"GCA_007748195","Gimesia aquarii",31.1007434548225,17.1514634153945,35.4952429150433,27,30,15,"train"
"GCA_007754425","Gimesia fumaroli",32.8217324758053,18.7346821813352,38.0302550558668,27,30,10,"train"
"GCA_007748155","Gimesia panareensis",35.8263758816598,21.1930131378978,41.2763617059453,32,37,15,"train"
"GCA_007747795","Maioricimonas rarisocia",35.2947478197997,18.6179107092376,40.360556035017,31,39,10,"train"
"GCA_007750395","Polystyrenella longa",30.9290704001152,13.4693610082,36.3663190136767,24,28,10,"train"
"GCA_007859715","Rubinisphaera italica",30.5827213210986,14.9767377919944,34.2767666450565,26,27,14,"train"
"GCA_000255655","Schlesneria paludicola",29.2298762295841,15.2167537403551,33.973426435113,20.5,32,4,"train"
"GCA_007747995","Symmachiella dynata",34.3341573894099,18.1031153409403,40.7800756315505,24,30,10,"train"
"GCA_007744255","Thalassoglobus polymorphus",31.9181010154935,16.2289566660336,37.0346339532055,30,36,15,"train"
"GCA_000964365","Acidisphaera rubrifaciens",31.0997059641284,16.192731430914,40.0777649360728,32.5,40,20,"train"
"GCA_900101615","Belnapia rosea",33.5623676024107,15.9020510103503,42.7435594708996,30,37,20,"train"
"GCA_014644455","Caldovatus sediminis",46.0853526653817,29.2153332900354,56.1595437221095,45,50,37,"train"
"GCA_004761865","Crenalkalicoccus roseus",44.657293670624,25.5483926302279,54.3959811903698,45,60,20,"train"
"GCA_000378465","Elioraea tepidiphila",38.8619496740708,19.7210068454362,47.6586933576137,47.5,50,45,"train"
"GCA_014192375","Endobacter medicaginis",22.3434465462043,6.68084808347934,32.0133411906351,28,37,20,"train"
"GCA_006542375","Oecophyllibacter saccharovorans",31.2983499200989,14.4553440698219,37.8027589873852,29,37,15,"train"
"GCA_900141905","Roseomonas rosea",31.7614833415141,12.8673004456512,41.025992054575,30,45,15,"train"
"GCA_018128965","Roseomonas_C arctica",27.1971424929917,9.63277017692398,36.5731012965028,19,25,4,"train"
"GCA_001982615","Roseomonas_D deserti",27.2195524426459,7.38048741310081,36.3515405774603,32.5,42,13,"train"
"GCA_014644195","Siccirubricoccus deserti",33.8337047578419,15.6322999863421,42.645382565113,32.5,45,4,"train"
"GCA_008364795","Azospirillum oryzae",29.3264903952408,11.8754203436502,38.0217276278965,30,37,4,"train"
"GCA_003233655","Azospirillum ramasamyi",30.2320347712867,13.3449616130512,39.3933727010199,29,45,15,"train"
"GCA_001305595","Azospirillum thiophilum",28.5871361233263,11.0780214802334,37.7926304755587,37,40,15,"train"
"GCA_000936425","Skermanella aerolata",30.6952497106813,13.3108754196211,39.5197242773108,27.5,35,5,"train"
"GCA_000428765","Brevundimonas aveniformis",32.4955945368124,15.4365110840838,41.5661006194706,30,35,15,"test"
"GCA_014202075","Brevundimonas basaltis",32.1134317718125,14.9939540989957,41.7052967788471,30,42,10,"test"
"GCA_014199165","Brevundimonas halotolerans",32.2990305756369,15.5511440869648,41.6352502382325,30,40,10,"test"
"GCA_000421705","Brevundimonas naejangsanensis",32.6792667479346,16.0744670204264,43.2118244615861,30,50,4,"test"
"GCA_900116065","Brevundimonas viscosa",36.3796453430573,19.0763630305906,45.9178728338873,29,36,10,"test"
"GCA_022695515","Phenylobacterium aquaticum",27.7995189271296,11.1929889272597,37.911560130854,27.5,40,18,"test"
"GCA_003254705","Phenylobacterium deserti",32.2533442874827,15.4794025994002,42.0139299043739,33.5,40,20,"test"
"GCA_003254505","Phenylobacterium hankyongense",31.4817239463733,15.1132120656023,41.8185046671261,27.5,37,10,"test"
"GCA_003576245","Henriciella algicola",27.5075551421705,9.50746152787089,37.5215281831091,30,40,10,"test"
"GCA_002088975","Henriciella aquimarina",30.1626752268426,11.0414271653585,40.266449517868,31,42,10,"test"
"GCA_003576345","Henriciella barbarensis",26.1009907519736,7.36461153012176,35.400062294438,30,40,15,"test"
"GCA_002088935","Henriciella litoralis",25.0425927870488,6.25573129786851,34.6562594176945,27.5,40,15,"test"
"GCA_000428525","Hellea balneolensis",23.7814809731908,6.96916291038206,33.8321177827037,30,37,15,"train"
"GCA_003129605","Hyphobacterium indicum",32.566330485935,14.3196125507667,42.0226092812968,28,40,10,"train"
"GCA_003122085","Maricicauda_A salina",37.4349956608774,18.6963857328472,48.0492612873004,38.5,45,15,"train"
"GCA_000382325","Woodsholea maritima",26.9436698425976,9.32445224736234,37.1737990023797,30,40,20,"train"
"GCA_004363235","Dongia mobilis",30.7375803739118,11.5550899777631,39.9384942020819,32.5,40,20,"train"
"GCA_003344765","Ferruginivarius sediminum",39.11627271074,20.8730910687605,48.962326310435,38.5,45,20,"test"
"GCA_011762095","Parvibaculum indicum",28.7623129840203,10.0457952764109,37.7721212670898,31,42,10,"train"
"GCA_003004785","Alsobacter soli",36.2128116777741,20.1540324078572,45.6754459366292,32.5,40,15,"train"
"GCA_004342915","Camelimonas lactis",32.5406581315366,16.2507431057409,41.9963689255021,27.5,37,15,"train"
"GCA_014640075","Camelimonas reniformis",34.4445596359919,20.1404108266474,44.09138940346,27.5,40,5,"train"
"GCA_018398355","Chelatococcus_A composti",39.6577444276754,23.0905289154574,48.1203580998092,37.5,60,20,"train"
"GCA_004323635","Lichenihabitans psoromatis",23.8980812299875,9.17947794098357,32.7218485044829,15,20,4,"train"
"GCA_022179085","Methylobacterium aerolatum",28.3681726963617,13.9741837545122,37.3718663208771,28,35,10,"train"
"GCA_020523825","Methylobacterium brachiatum",29.8351146703119,15.2544406324417,38.2934559951593,30,35,10,"train"
"GCA_022179125","Methylobacterium cerastii",25.366615315937,10.6599092492047,34.43712860425,20,28,10,"train"
"GCA_003173715","Methylobacterium durans",27.7351252411379,13.0433440514016,36.0527528340819,29,37,18,"train"
"GCA_022179245","Methylobacterium gregans",32.2064286967773,16.720546696434,41.0593147588163,25,35,10,"train"
"GCA_022179285","Methylobacterium hispanicum",33.8049623312087,19.1372379385914,42.2810746484613,28,30,15,"train"
"GCA_022179405","Methylobacterium marchantiae",27.2546881750834,12.0635049677479,35.8021513691917,27.5,32,4,"train"
"GCA_022179525","Methylobacterium persicinum",29.3430019001643,14.2679809778819,37.8686668128347,27.5,35,10,"train"
"GCA_022179585","Methylobacterium tardum",30.8713220303385,16.4901898433972,39.1662708808051,30,35,15,"train"
"GCA_001043955","Methylobacterium tarhaniae",32.6390191178827,16.6929493949825,41.4861256787491,26.5,37,10,"train"
"GCA_000427445","Methylocella acidiphila",28.1369297992619,13.388562308785,36.7049715992217,22,30,10,"train"
"GCA_000746085","Methylocella aurea",28.0004566950978,13.3269382429037,36.4687400832597,27.5,33,2,"train"
"GCA_000021745","Methylocella silvestris",31.4194986969879,17.2764214781067,39.9288952060416,20,30,4,"train"
"GCA_016743775","Microvirga aerilata",33.5885312686073,17.2984190613955,43.0246428972425,30,35,10,"train"
"GCA_003332305","Microvirga aerophila",33.2576795289408,17.8427456356792,42.2505745836248,30,35,10,"train"
"GCA_000517005","Microvirga lupini",34.4166305421255,18.4574553228211,42.9391278374903,39,43,10,"train"
"GCA_016734765","Microvirga soli",32.8430177422916,16.3778613421323,41.8973494391933,30,40,15,"train"
"GCA_000429045","Salinarimonas rosea",37.2111619434418,18.6290083213361,46.0252269403905,29,37,15,"train"
"GCA_900215605","Cohaesibacter gelatinilyticus",24.563378507651,5.69608696277207,33.078169624403,27.5,31,15,"test"
"GCA_003324485","Cohaesibacter intestini",24.5102582406186,4.77919321892156,33.0031853883715,30.5,37,10,"test"
"GCA_000429865","Cucumibacter marinus",29.5550434866401,11.5988086635451,39.0444310816692,32.5,40,15,"train"
"GCA_014197055","Devosia subaequoris",28.3064367297001,9.36422442149,36.7832049535892,31,42,20,"train"
"GCA_003056345","Devosia submarina",27.6940069728908,10.1212088308564,36.088876179585,29,38,5,"train"
"GCA_000423365","Maritalea myrionectae",30.6765650819098,9.48998665564518,39.8951530997872,32.5,40,10,"train"
"GCA_014643755","Pelagibacterium lentulum",29.7464872077861,9.4070238971876,38.1414384770258,33,45,4,"train"
"GCA_003992665","Pelagibacterium montanilacus",27.7336176205056,9.0241995097984,36.6927727438966,25,37,4,"train"
"GCA_000380505","Kaistia granuli",35.3968435539933,20.4153007414207,44.5593133372908,24,30,18,"test"
"GCA_900129325","Kaistia soli",30.7158078452946,14.2694047988502,38.8684515797139,29,40,5,"test"
"GCA_014635245","Agaricicola taiwanensis",34.9339765308095,17.1159813930866,43.4444899241017,32.5,40,20,"train"
"GCA_014196425","Hansschlegelia beijingensis",35.7154588269664,19.8615215088466,44.6239448720779,30,40,25,"train"
"GCA_003008515","Phreatobacter cathodiphilus",33.1827275389094,17.7921695613315,42.6826549462261,29,40,10,"train"
"GCA_000425185","Pleomorphomonas koreensis",32.7306234563745,16.3634025625793,42.5579372594051,30,42,15,"test"
"GCA_001293565","Ahrensia marina",24.1627564178533,5.79422965970588,32.6800799371772,28,37,10,"train"
"GCA_014280875","Allorhizobium daejeonense",30.6580521449631,13.544767756553,39.8003446586498,23,41,5,"train"
"GCA_017873095","Allorhizobium halophytocola",26.2012060745497,9.01027780413068,35.3726998675076,29,37,4,"train"
"GCA_014126615","Allorhizobium thiooxidans",32.1703190075429,15.062066670256,41.397293748528,37,42,20,"train"
"GCA_010500835","Aurantimonas aggregata",28.046280709373,9.19550056447629,36.8189727974977,27.5,36,4,"train"
"GCA_014196845","Aurantimonas endophytica",28.6788354860097,10.2929483393165,37.3100660058681,30,35,5,"train"
"GCA_001463905","Aureimonas frigidaquae",30.0184855738589,11.9997200305076,39.1251014865914,25,37,15,"train"
"GCA_001463945","Aureimonas ureilytica",28.4209006307978,10.5116367506541,37.4530728563714,27.5,37,4,"train"
"GCA_014642635","Aureimonas_A endophytica",30.2141513519559,13.2596906101247,39.1736693544503,29,37,20,"train"
"GCA_008802405","Aureimonas_A leprariae",30.6326472479538,12.9588628447151,39.1865433909405,26.5,35,15,"train"
